Category,Store,Room,Quantity,Calculated Weight,Last Audit Date,Last Audit Quantity,Par Level,Brand,Product Type,Variant Type,Product Metadata,Med or Rec,Product Id,Product Name,Variant Id,Variant Name,Price Profile Name,Price,Total Price,Cost,Total Cost,SKU,Weight,Weight Unit of Measure,Reporting Unit of Measure,Created At,Inventory Notes,Last Discrepancy At,Inventory Id,Allergens,Batch Date,Batch Number,Cultivator License,Cultivator Name,Delay of Effects,Directions for Administration,ERP ID,ERP Name,Expiration Date,Extraction Method,Growth Method,Harvest Date,Ingredients,Invoice,Is Child-Resistant,Is Inhalable,Is Tamper-Evident,Is Tested,Manifest ID,Manufactured Date,MMUR Order Type,Notes,# of Seeds,# of Servings,Packaged By,Packaged Date,Paper Weight,Plant Count,Production Run Number,Registration Number,Regulatory ID,Requires Refrigeration,Secondary Supplier Licenses,Serving Size / Dosage,Solvents Used,Source Label,Storage Requirements,Strain Name,Strain Species,Supplier Address,Supplier License,Supplier Name,Supplier Phone,Tested By,Tested Date,Testing URL,Test Lot Number,Third-Party Display Name,Use By Date,Weight with Paper,% CBC,% CBC Range,% CBCV,% CBCV Range,% CBCa,% CBCa Range,% CBD,% CBD Range,% CBD-A,% CBD-A Range,% CBDV,% CBDV Range,% CBDVa,% CBDVa Range,% CBG,% CBG Range,% CBGa,% CBGa Range,% CBL,% CBL Range,% CBLa,% CBLa Range,% CBN,% CBN Range,% CBT,% CBT Range,% THC,% THC Range,% THC-A,% THC-A Range,% THCV,% THCV Range,% THCVa,% THCVa Range,% Total Active Cannabinoids (TAC),% delta-8 THC,% delta-8 THC Range,3-Carene,Borneol,Camphene,Camphor,Carvacrol,Carvone,Caryophyllene Oxide,Cedrol,Cis-Nerolidol,Cis-Ocimene,Citral,Eucalyptol,Farnesene,Farnesol isomer 1,Farnesol isomer 2,Fenchol,Fenchone,Gamma Terpinene,Geraniol,Geranyl Acetate,Grams of Concentrate,Grams of Flower,Guaiol,"High THC, Low CBD",Isoborneol,Isopulegol,Limonene,Linalool,"Low THC, High CBD",Menthol,Menthone,Mg CBC,Mg CBCV,Mg CBCa,Mg CBD,Mg CBD-A,Mg CBDV,Mg CBDVa,Mg CBG,Mg CBGa,Mg CBL,Mg CBLa,Mg CBN,Mg CBT,Mg THC,Mg THC-A,Mg THCV,Mg THCVa,Mg delta-8 THC,"Moderate THC, Moderate CBD",Nerol,Nootkatone,Octyl Acetate,Phytane,Piperitone,Pulegone,Sabinene,Sabinene Hydrate,Safranal,Squalene,Terpinen-4-ol,Terpineol,Terpinolene,Thymol,Total % THC,Total Terpenes,Total Terpenoids,Trans-Nerolidol,Trans-Ocimene,Valencene,Verbenone,m-Cymene,o-Cymene,p-Cymene,trans-β-Farnesene,α-Bisabolol,α-Cedrene,α-Humulene,α-Phellandrene,α-Pinene,α-Terpinene,α-Terpineol,α-Thujone,β-Caryophyllene,β-Myrcene,β-Ocimene,β-Pinene,γ-Terpinene,δ 3-Carene,δ-Limonene
Extracts,Today's Herbal Choice | Forest Grove,Hold Safe FG,12.000,12,,,0,Buddies,Live Resin - S,Live Resin - S,,REC,46ccecd2-c887-4bd6-ac98-9921df20a141,Live Resin - 1g Buddies - Banner,e9a36bf8-5492-4eb2-85d3-9e94d8603915,,,$16.25,$195.00,$7.43,$89.16,BBANU1I7702,1.0,Grams,each,10/08/2025 08:49:53 PM,,,ed2c025b-c24e-4116-830c-ac406e93537e,,,3468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A401030000A5A2000363468,,,,,,,,,,020-1024198F04F,Tonka Tinker Farms,,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extracts,Today's Herbal Choice | Forest Grove,Sales Floor FG,8.000,8,,,0,Buddies,Live Resin - I,Live Resin - I,,REC,b7f1335d-02cc-42ea-a3d1-37043687aef0,Live Resin - 1g Buddies - Block Builder,7e5bc652-d9da-45ba-bd37-480ee40c5ea2,,,$16.25,$130.00,$7.43,$59.44,BBBDU1R5536,1.0,Grams,each,06/25/2025 06:17:26 PM,,,1c8c2e9b-6a60-4903-8a3d-311edda8665d,,,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A401030000A5A2000331960,,,,,,,,,,020-1012447DAFA,"MACDADDY FARMS, LLC",,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extracts,Today's Herbal Choice | Forest Grove,Sales Floor FG,11.000,11,,,,Buddies,Live Resin - I,Live Resin - I,,REC,dab96d4f-1799-4f6f-b9cf-6b87b8a6a200,Live Resin - 1g Buddies - Divine Banana,c7307fbf-6b78-4f66-acb2-e30f6cb58f77,,,$16.66,$183.26,$7.43,$81.73,BDVU1I7777,1,Grams,each,09/10/2025 07:54:19 PM,,,6d417c06-1987-4623-9e28-2c6376842298,,,7109,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,1A401030000A5A2000357109,,,,,,,,,,020-1016783BF06,RiteKind,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,79.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extracts,Today's Herbal Choice | Forest Grove,Hold Safe FG,12.000,12,,,,Buddies,Live Resin - H,Live Resin - H,,REC,db4460a1-f88a-475a-9c93-cd06068ed2ec,Live Resin - 1g Buddies - Frozen Fuel,17813df2-7a80-4a82-b015-e37eaefcd27e,,,$16.25,$195.00,$7.43,$89.16,BFFU1I8402,1,Grams,each,10/08/2025 08:52:46 PM,,,98013b3f-9c7c-473d-b2ed-065752d59616,,,3467,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,1A401030000A5A2000363467,,,,,,,,,,020-102407792DE,Talia Tallah Farms,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,80.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extracts,Today's Herbal Choice | Forest Grove,Sales Floor FG,10.000,10,,,,Buddies,Live Resin - H,Live Resin - H,,REC,754e43b2-b1d8-4ecd-b6de-6fe08ec900bb,Live Resin - 1g Buddies - Meat Breath,fce62dba-b901-4227-9133-7e319da7ead2,,,$16.25,$162.50,$4.95,$49.50,BMBU1R5832,1,Grams,each,05/01/2025 09:19:35 AM,,,be85debe-37ff-4520-a50f-fbdc1c4b4190,,,8291,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,1A401030000A5A2000318291,,,,,,,,50/50,,020-1012447DAFA,"MACDADDY FARMS, LLC",,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extracts,Today's Herbal Choice | Forest Grove,Sales Floor FG,3.000,3,,,,Buddies,Live Resin - S,Live Resin - S,,REC,34204f49-57a5-44e0-adb0-526881aa690c,Live Resin - 1g Buddies - Panama Spice,547f7ef9-78af-4357-831e-adc1036c4cfd,,,$16.25,$48.75,$7.43,$22.29,BPSU1G1845,1,Grams,each,02/26/2025 03:00:22 PM,,,b773b926-9b92-4d93-a4de-77b7a5815019,,,0729,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,1A401030000A5A2000300729,,,,,,,,,,020-10241963AB5,Pork Chop Ranch,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,79.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extracts,Today's Herbal Choice | Forest Grove,Sales Floor FG,1.000,1,,,,Buddies,Live Resin - H,Live Resin - H,,REC,bb8e6e09-2f56-43b8-8700-de57264edc37,Live Resin - 1g Buddies - Rude Boi,804080e7-3fc6-48a9-9756-ece8f8828b6f,,,$16.25,$16.25,$7.43,$7.43,BRBU1R6139,1,Grams,each,12/11/2024 05:44:09 PM,,,e2ba6e83-fbbe-4ab7-aa93-51ac510b429c,,,5258,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,1A401030000A5A2000275258,,,,,,,,,,060-10039397D78,Dreamfield Transfer Services,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extracts,Today's Herbal Choice | Forest Grove,Sales Floor FG,4.000,4,,,,Buddies,Live Resin - S,Live Resin - S,,REC,5efa7257-f3ce-4ef4-9b4b-3595f2b1ee31,Live Resin - 1g Buddies - Tangelo Kush,106498c5-cd6f-4450-8861-dd19a02452e3,,,$16.25,$65.00,$7.43,$29.72,BTKU1I1991,1,Grams,each,04/09/2025 10:27:51 PM,,,ae97a8d1-4ba4-4322-8590-949b7b451cc3,,,9785,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,1A401030000A5A2000309785,,,,,,,,,,020-1012177AE3E,ARC Gardens,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,77.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pre-Roll,Today's Herbal Choice | Forest Grove,Fix It FG,1.000,0.5,,,,Chronic Herbivores,Preroll - H/S,Preroll - H/S,,REC,1173055c-27f5-4a26-bdb9-a5760ac2afa3,** .5g Usable Marijuana Preroll - Johnny Appleseed - GREEN LEAF SPECIAL,243aee2f-0ffd-42b9-89bc-2f2dc9a54457,,,$1.00,$1.00,$0.17,$0.17,EJ54cZGu6k,0.5,Grams,each,10/02/2025 08:54:23 PM,,,565e7f47-6893-407b-88fe-d4021e7a2a90,,2023-10-09,0294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A401030005D431000000294,,,,,,,,,,020-1007805A6C3,"Chronic Herbivores, LLC",,Green Leaf Lab,2024-06-06,,,,,0.75,,,,,,,0,,,,,,,,,,,,,,,,,,,,24.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flower,Today's Herbal Choice | Forest Grove,Joints To Roll,67.600,,,,,Chronic Herbivores,Sativa Hybrid,Sativa Hybrid,,REC,0ed55ae1-45b8-4a9b-ad9d-21113ede31d7,** Johnny Appleseed - GREEN LEAF SPECIAL,59502c0f-86ae-46a7-9774-83b5a280bf51,,$30 Oz - FG,$2.25,$152.10,$0.33,$22.31,8BUP5lpiuY,,Grams,grams,08/02/2025 12:05:34 PM,,,6b6259b9-7c35-43af-8ded-c35633709c99,,2023-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A401030001BA32000002296,,,,,,,,,,020-1007805A6C3,"Chronic Herbivores, LLC",,Green Leaf Lab,2024-06-06,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,24.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flower,Today's Herbal Choice | Forest Grove,Joints To Roll,0.690,,,,,Chronic Herbivores,Hybrid - I,Hybrid - I,,REC,3ebc3317-a670-4ceb-b60e-4a4dcfa4f6a2,**Slurty 3 - GREEN LEAF SPECIAL,62e6e631-6cad-46a2-8d5c-fb878fee6a37,,$30 Oz - FG,$2.25,$1.55,$0.33,$0.23,8LxvM3JhpC,,Grams,grams,08/02/2025 12:03:33 PM,,,87fa4a43-2374-466c-b814-a2705766e34f,,2023-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A401030001BA32000002301,,,,,,,,,,020-1007805A6C3,"Chronic Herbivores, LLC",,Green Leaf Lab,2024-10-02,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,20.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flower,Today's Herbal Choice | Forest Grove,Sales Floor FG,71.620,,,,,Cosmic Treehouse,Indica,Indica,,REC,c268df43-fa49-4712-8279-f823325ec1d6,Alpenrose - Fg,10dd072c-f335-46e2-be59-f0a289606171,,$12 Rack - FG,$12.00,$859.44,$2.20,$157.56,QHytqgjPMP,,Grams,grams,09/02/2025 01:06:26 PM,,,e3036499-b702-43d1-aef1-7afa8f8a651a,,2025-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A4010300007D66000106013,,,,,,,,,,020-1000471407C,Upcountry,,Chemhistory,2025-05-23,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,24.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flower,Today's Herbal Choice | Forest Grove,Hold Safe FG,113.500,,,,,Cosmic Treehouse,Hybrid,Hybrid,,REC,d410b2cd-7b9e-422a-bf0a-3fbc20d8e5e8,Fried Ice Cream x Grandpas Gun Chest,f3f62bf0-ac9c-4ea9-aa33-d710fb67be0b,,$14 Rack - FG,$14.00,"$1,589.00",$2.44,$276.94,Xa6VV3mgvD,,Grams,grams,10/13/2025 07:26:20 PM,,,6b5d7041-b1d8-4b6c-a59a-b2f149649862,,2025-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A4010300007D66000113810,,,,,,,,,,020-10138402858,Boring Glory LLC,,3B Analytical,2025-09-09,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flower,Today's Herbal Choice | Forest Grove,Sales Floor FG,88.740,,,,,Cosmic Treehouse,Sativa,Sativa,,REC,9f7ed803-6273-4e61-823f-0a29869e61dc,Goji OG - FG,9b12e0d6-1527-4506-9722-432090ce9490,,$12 Rack - FG,$12.00,"$1,064.88",$2.22,$197.00,u06ig78CwB,,Grams,grams,08/25/2025 05:24:48 PM,,,979164a7-10ea-4fb9-9e7e-76cf6eb9d79e,,2025-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A4010300007D66000108517,,,,,,,,,,020-1003165E8AB,HQFarms,,Chemhistory,2025-05-29,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,26.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flower,Today's Herbal Choice | Forest Grove,Sales Floor FG,81.140,,,,,Cosmic Treehouse,Hybrid,Hybrid,,REC,d8982bab-0f53-4994-b918-fce206e22c58,Gusher Chem,e55934b3-4205-4da2-a08c-c4e9b6f45cb7,,$12 Rack - FG,$12.00,$973.68,$2.23,$180.94,ftbb6FtQC9,,Grams,grams,09/17/2025 04:29:52 PM,,,8fc6f41b-cdda-4fc9-bbe6-76076df6157f,,2025-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A4010300007D66000111089,,,,,,,,,,020-1003391638A,Alibi Cannabis,,Chemhistory,2025-06-16,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,27.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flower,Today's Herbal Choice | Forest Grove,Sales Floor FG,63.780,,,,,Cosmic Treehouse,Hybrid,Hybrid,,REC,425e7672-5cac-4776-9999-35a9be007fd0,Ice Chest - FG,808954ce-7259-4e3d-bfb5-37c6302337a8,,$14 Rack - FG,$14.00,$892.92,$2.20,$140.32,NwLFWfZles,,Grams,grams,09/02/2025 01:09:37 PM,,,d022a0e5-585e-49c8-9fd7-a20e0116f9b9,,2025-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A4010300007D66000110437,,,,,,,,,,020-10138402858,Boring Glory LLC,,3B Analytical,2025-06-06,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,33.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flower,Today's Herbal Choice | Forest Grove,Hold Safe FG,454.000,,,,,Cosmic Treehouse,Indica,Indica,,REC,5df6ec2b-3024-460a-801b-7c3f1bd4c70b,Mendo Breath - FG,d649aa34-1717-43e8-b8b4-afa198306a9f,,$4 - Rack - FG,$4.00,"$1,816.00",$0.60,$272.40,gjeE747OJc,,Grams,grams,10/13/2025 08:10:08 PM,,,f44b5b10-05ca-4af4-b138-f53d790e9d81,,2024-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A4010300007D66000112206,,,,,,,,,,020-10030653D97,Kerby Kush Farms,,Chemhistory,2025-07-11,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,23.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flower,Today's Herbal Choice | Forest Grove,Hold Safe FG,454.000,,,,,Cosmic Treehouse,Hybrid,Hybrid,,REC,59c98e61-4ddb-4cf7-b0ae-db27dc496140,Natty Bumpo,aa064876-62ff-4319-b557-f406b26cf1a0,,$7 - Rack - FG,$7.00,"$3,178.00",$0.61,$276.94,6Lr41MwMT0,,Grams,grams,10/13/2025 07:43:59 PM,,,1d0ee89b-495d-4b98-9070-c22e342815e2,,2024-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A4010300007D66000105288,,,,,,,,,,020-1000455C99C,Left Coast Standard,,Chemhistory,2025-05-06,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,28.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flower,Today's Herbal Choice | Forest Grove,Hold Safe FG,454.000,,,,,Cosmic Treehouse,Hybrid,Hybrid,,REC,ed5dc849-5ab1-4267-b29d-9da0824b5f0d,** Purple Gas - GREEN LEAF SPECIAL - FG,beb82fcf-bad6-4353-8f88-942ab90fe45c,,$50oz - FG,$3.00,"$1,362.00",$0.39,$177.06,zT3B5IoJbq,,Grams,grams,10/13/2025 07:39:53 PM,,,78e9d600-b2fb-415b-acf9-be3f0db9fed6,,2025-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A4010300007D66000111273,,,,,,,,,,020-10148708135,West Coast Organics AG,,Chemhistory,2025-08-26,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,24.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flower,Today's Herbal Choice | Forest Grove,Joints To Roll,6.280,,,,,Cosmic Treehouse,Hybrid,Hybrid,,REC,ed7a095c-c185-44fe-8125-9bd4e1582a8c,Q4Q - Apple Fritter,c0263826-8be6-417f-a8e5-eca73c95bbd6,,Q4Q - FG,$0.04,$0.25,$0.01,$0.06,LuhIPRiIpv,,Grams,grams,09/17/2025 04:14:35 PM,,,1de5b397-a505-4603-b809-fd2711f7fc02,,2024-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A4010300007D66000106409,,,,,,,,,,020-100207137EB,"Skunk Valley Farm, LLC",,PREE,2025-03-09,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,18.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flower,Today's Herbal Choice | Forest Grove,Joints To Roll,5.290,,,,,Cosmic Treehouse,Hybrid,Hybrid,,REC,ed7a095c-c185-44fe-8125-9bd4e1582a8c,Q4Q - Apple Fritter,c0263826-8be6-417f-a8e5-eca73c95bbd6,,Q4Q - FG,$0.04,$0.21,$0.01,$0.05,xFo1untkRc,,Grams,grams,09/17/2025 04:15:27 PM,,,472d1462-1793-4d1a-9a8a-ebca9fd072e6,,2024-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A4010300007D66000110012,,,,,,,,,,020-100207137EB,"Skunk Valley Farm, LLC",,PREE,2025-03-09,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,18.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flower,Today's Herbal Choice | Forest Grove,Hold Safe FG,454.000,,,,,Cosmic Treehouse,Hybrid,Hybrid,,REC,ed7a095c-c185-44fe-8125-9bd4e1582a8c,Q4Q - Apple Fritter,c0263826-8be6-417f-a8e5-eca73c95bbd6,,Q4Q - FG,$0.04,$18.16,$0.01,$4.54,vkcjQQi0i0,,Grams,grams,09/17/2025 04:12:56 PM,,,5a1109a6-0ba3-490b-a9af-beb362837ad8,,2024-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A4010300007D66000110017,,,,,,,,,,020-100207137EB,"Skunk Valley Farm, LLC",,PREE,2025-03-09,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,18.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flower,Today's Herbal Choice | Forest Grove,Sales Floor FG,381.780,,,,,Cosmic Treehouse,Hybrid,Hybrid,,REC,7cfe575a-7d7c-4d94-9571-cfa3c8eaf368,Q4Q - Mother Samoa,80560cec-0f04-4296-8391-904c0d326922,,Q4Q - FG,$0.04,$15.27,$0.01,$3.82,ddlVe16bhP,,Grams,grams,10/13/2025 08:15:35 PM,,,d51946cd-338a-4ce8-a2c8-d9cf5b645054,,2024-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A4010300007D66000108552,,,,,,,,,,020-10116230A50,BH Farm,,3B Analytical,2025-07-11,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,18.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flower,Today's Herbal Choice | Forest Grove,Joints To Roll,27.770,,,,,Cosmic Treehouse,Indica,Indica,,REC,7b07f11b-871e-45c4-9805-681ac8040880,Q4Q - White Tahoe Cookies,6834548b-5601-4503-b4b5-ea6966b6c085,,Q4Q - FG,$0.04,$1.11,$0.01,$0.28,zbBBSZuEb3,,Grams,grams,09/17/2025 04:26:24 PM,,10/16/2025 04:44:48 PM,689d7dc7-2aaf-456c-b088-d97087998452,,2024-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A4010300007D66000109918,,,,,,,,,,020-100207137EB,"Skunk Valley Farm, LLC",,PREE,2025-03-09,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,16.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flower,Today's Herbal Choice | Forest Grove,Hold Safe FG,454.000,,,,,Cosmic Treehouse,Indica,Indica,,REC,cf5db219-2da9-41c6-851f-a8b41855714a,Q4Q - Wonder Dog,a5a77580-b757-4bb6-a6b1-ca37a3d213b7,,Q4Q - FG,$0.04,$18.16,$0.01,$4.54,LiTdc2luJ0,,Grams,grams,10/13/2025 08:19:44 PM,,,cdc865f2-c012-4a20-b267-af803baa18b5,,2024-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A4010300007D66000104592,,,,,,,,,,020-10005776262,Grass Roots Nursery,,Chemhistory,2025-04-25,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flower,Today's Herbal Choice | Forest Grove,Hold Safe FG,113.500,,,,,Cosmic Treehouse,Sativa,Sativa,,REC,e019f2d3-e321-4eb8-b66f-8165dcf51ad7,Seabreezy,03d4618c-7e27-431a-86e5-847ccaafe81b,,$14 Rack - FG,$14.00,"$1,589.00",$1.98,$224.73,m58N5GQAYo,,Grams,grams,10/13/2025 07:33:11 PM,,,d6ec3657-0478-4151-98ca-2d2e40db6e2d,,2025-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A4010300007D66000113727,,,,,,,,,,020-1000471407C,Upcountry,,Chemhistory,2025-09-26,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,30.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flower,Today's Herbal Choice | Forest Grove,Hold Safe FG,113.500,,,,,Cosmic Treehouse,Hybrid,Hybrid,,REC,293061cb-f2b3-45c1-9ddd-abc22e6a63f5,White Gummy,67a188c7-ce5d-4297-a156-3743f220ba20,,$14 Rack - FG,$14.00,"$1,589.00",$1.77,$200.90,twqbvsaSab,,Grams,grams,10/13/2025 07:35:59 PM,,,23ff9e75-d365-4731-ac68-6b85bbfd2e71,,2025-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A4010300007D66000110874,,,,,,,,,,020-1024272F653,Botanikos,,Chemhistory,2025-08-12,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,30.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
