Category,Store,Room,Quantity,Calculated Weight,Last Audit Date,Last Audit Quantity,Par Level,Brand,Product Type,Variant Type,Product Metadata,Med or Rec,Product Id,Product Name,Variant Id,Variant Name,Price Profile Name,Price,Total Price,Cost,Total Cost,SKU,Weight,Weight Unit of Measure,Reporting Unit of Measure,Created At,Inventory Notes,Last Discrepancy At,Inventory Id,Allergens,Batch Date,Batch Number,Cultivator License,Cultivator Name,Delay of Effects,Directions for Administration,ERP ID,ERP Name,Expiration Date,Extraction Method,Growth Method,Harvest Date,Ingredients,Invoice,Is Child-Resistant,Is Inhalable,Is Tamper-Evident,Is Tested,Manifest ID,Manufactured Date,MMUR Order Type,Notes,# of Seeds,# of Servings,Packaged By,Packaged Date,Paper Weight,Plant Count,Production Run Number,Registration Number,Regulatory ID,Requires Refrigeration,Secondary Supplier Licenses,Serving Size / Dosage,Solvents Used,Source Label,Storage Requirements,Strain Name,Strain Species,Supplier Address,Supplier License,Supplier Name,Supplier Phone,Tested By,Tested Date,Testing URL,Test Lot Number,Third-Party Display Name,Use By Date,Weight with Paper,% CBC,% CBC Range,% CBCV,% CBCV Range,% CBCa,% CBCa Range,% CBD,% CBD Range,% CBD-A,% CBD-A Range,% CBDV,% CBDV Range,% CBDVa,% CBDVa Range,% CBG,% CBG Range,% CBGa,% CBGa Range,% CBL,% CBL Range,% CBLa,% CBLa Range,% CBN,% CBN Range,% CBT,% CBT Range,% THC,% THC Range,% THC-A,% THC-A Range,% THCV,% THCV Range,% THCVa,% THCVa Range,% Total Active Cannabinoids (TAC),% delta-8 THC,% delta-8 THC Range,3-Carene,Borneol,Camphene,Camphor,Carvacrol,Carvone,Caryophyllene Oxide,Cedrol,Cis-Nerolidol,Cis-Ocimene,Citral,Eucalyptol,Farnesene,Farnesol isomer 1,Farnesol isomer 2,Fenchol,Fenchone,Gamma Terpinene,Geraniol,Geranyl Acetate,Grams of Concentrate,Grams of Flower,Guaiol,"High THC, Low CBD",Isoborneol,Isopulegol,Limonene,Linalool,"Low THC, High CBD",Menthol,Menthone,Mg CBC,Mg CBCV,Mg CBCa,Mg CBD,Mg CBD-A,Mg CBDV,Mg CBDVa,Mg CBG,Mg CBGa,Mg CBL,Mg CBLa,Mg CBN,Mg CBT,Mg THC,Mg THC-A,Mg THCV,Mg THCVa,Mg delta-8 THC,"Moderate THC, Moderate CBD",Nerol,Nootkatone,Octyl Acetate,Phytane,Piperitone,Pulegone,Sabinene,Sabinene Hydrate,Safranal,Squalene,Terpinen-4-ol,Terpineol,Terpinolene,Thymol,Total % THC,Total Terpenes,Total Terpenoids,Trans-Nerolidol,Trans-Ocimene,Valencene,Verbenone,m-Cymene,o-Cymene,p-Cymene,trans-β-Farnesene,α-Bisabolol,α-Cedrene,α-Humulene,α-Phellandrene,α-Pinene,α-Terpinene,α-Terpineol,α-Thujone,β-Caryophyllene,β-Myrcene,β-Ocimene,β-Pinene,γ-Terpinene,δ 3-Carene,δ-Limonene
Pre-Roll,Today's Herbal Choice | Forest Grove,Hold Safe FG,26.000,13,,,,Theorem,Preroll - I/H,Preroll - I/H,,REC,b631e23d-260b-433f-b577-77105cbd3126,.5g Usable Marijuana Preroll - Blappin Berries,931281b4-c32f-46a4-9dab-81237a017122,,,$5.00,$130.00,$1.20,$31.20,4RSmUn8pl2,0.5,Grams,each,10/02/2025 07:32:05 PM,,,5cfc1c2d-e73a-4bbd-8557-3a6d4615173b,,2024-10-23,0298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A401030005D431000000298,,,,,,,,,,020-10081153776,Injoy Cannabis,,Chemhistory,2025-01-22,,,,,.75,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,25.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Pre-Roll,Today's Herbal Choice | Forest Grove,Sales Floor FG,7.000,3.5,,,,Theorem,Preroll - I/H,Preroll - I/H,,REC,b631e23d-260b-433f-b577-77105cbd3126,.5g Usable Marijuana Preroll - Blappin Berries,931281b4-c32f-46a4-9dab-81237a017122,,,$5.00,$35.00,$1.20,$8.40,o84JjEcLB9,0.5,Grams,each,09/11/2025 09:47:53 AM,,,d89aaad7-d517-457d-93bb-7e37e40d0ab6,,2024-10-23,0313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A401030005D431000000313,,,,,,,,,,020-10081153776,Injoy Cannabis,,Chemhistory,2025-01-22,,,,,.75,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,25.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flower,Today's Herbal Choice | Forest Grove,Fix It FG,4.890,,,,,Theorem,Indica Hybrid,Indica Hybrid,,REC,7bc2b614-6fcf-4a0a-a2f2-4c077ffd3355,Blappin Berries,7ecc3f91-496f-439e-8bc3-a615423c097d,,$12 Rack - FG,$12.00,$58.68,$2.40,$11.74,p5dWy1eI2V,,Grams,grams,07/24/2025 02:18:07 PM,,10/02/2025 06:49:50 PM,b1898d78-1bb7-4ad7-819b-c886a5a0a206,,2024-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A401030005D431000000351,,,,,,,,,,020-10081153776,Injoy Cannabis,,Chemhistory,2025-01-22,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,25.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accessories,Today's Herbal Choice | Forest Grove,Sales Floor FG,164.000,,,,,Todays Herbal Choice,Lighter,Lighter,,REC,bd18f205-ce18-4f3b-84df-120badbc5563,Bic Logo Lighter,9f419d10-3900-4608-af1f-a60118aa8384,,,$2.00,$328.00,$0.89,$145.96,070330600171,,,,10/21/2024 02:55:13 PM,,09/21/2025 11:22:50 AM,eeb9f937-4e8d-49d1-b815-dbade22d3636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flower,Today's Herbal Choice | Forest Grove,Sales Floor FG,367.250,,,,,Trellis Farms,Indica,Indica,,REC,e126adee-0c37-4717-a163-11fd9b4658c5,Afghan Kush Special,e77d2921-9e1c-4e4f-8725-ef42591e3168,,$4 - Rack - FG,$4.00,"$1,469.00",$0.60,$220.35,OctfOZuXHZ,,Grams,grams,07/17/2025 04:13:22 PM,,,8ed5a32d-98e8-4b95-868b-84ac67c3b37b,,2024-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A40103000217F2000087794,,,,,,,,,,020-1002643F1BA,Trellis Holdings,,Chemhistory,2025-06-17,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,24.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flower,Today's Herbal Choice | Forest Grove,Sales Floor FG,387.610,,,,,Trellis Farms,Sativa Hybrid,Sativa Hybrid,,REC,03b2504d-1719-4776-880f-0f750d2628e2,** Herer Hashplant  - GREEN LEAF SPECIAL,761e6b7b-34e8-49e9-85f8-9d705a818ea0,,$50oz - FG,$3.00,"$1,162.83",$0.60,$232.57,LY5lncTQf5,,Grams,grams,07/17/2025 04:04:24 PM,,,f6ca1236-178f-423a-887c-5df838f3f28f,,2024-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A40103000217F2000087822,,,,,,,,,,020-1002643F1BA,Trellis Holdings,,Chemhistory,2025-06-17,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,24.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flower,Today's Herbal Choice | Forest Grove,Sales Floor FG,391.560,,,,,Trellis Farms,Sativa,Sativa,,REC,3cdd904d-6bd0-4ac7-99dd-be85573cc66d,Orange Apricot Mac - FG,9a4b5c70-c126-49b8-93a9-c94cdab83306,,$4 - Rack - FG,$4.00,"$1,566.24",$0.60,$234.94,wwlXGvzoqP,,Grams,grams,07/17/2025 03:49:54 PM,,,d26c8238-3730-42a7-8563-ea374619072a,,2024-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A40103000217F2000087774,,,,,,,,,,020-1002643F1BA,Trellis Holdings,,Chemhistory,2025-06-17,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,25.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flower,Today's Herbal Choice | Forest Grove,Joints To Roll,67.440,,,,,Trellis Farms,Indica Hybrid,Indica Hybrid,,REC,229f97d2-637d-4f7a-a443-0cb64cb1ee15,** White Afghani - GREEN LEAF SPECIAL,e4729343-06c2-4732-9299-b10d622edfc1,,$50oz - FG,$3.00,$202.32,$0.60,$40.46,LxU3Yc1UIG,,Grams,grams,07/17/2025 04:26:16 PM,,08/10/2025 11:33:31 AM,b0d01592-89e9-407d-b77f-eadefd089167,,2024-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A40103000217F2000087808,,,,,,,,,,020-1002643F1BA,Trellis Holdings,,Chemhistory,2025-06-17,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,28.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extracts,Today's Herbal Choice | Forest Grove,Sales Floor FG,18.000,36,,,,Urban Pharms,Extract - H,Extract - H,,REC,ebc4e254-5e2f-44d5-8c55-e42e61911f2a,Extract - 2g Urban Pharms - Apples & Bananas,91d25cdb-ef31-4f7a-8232-86dcec839eb1,,,$15.00,$270.00,$3.00,$54.00,OrCilkr1IR,2,Grams,each,02/28/2025 01:53:03 PM,,10/20/2025 07:08:13 PM,92db7939-6df7-4f8b-aa9d-6d88b174ee29,,,4083,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,1A4010300006EF7000004083,,,,,,,,,,020-1007314DBF1,Urban Pharms,,,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,60.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extracts,Today's Herbal Choice | Forest Grove,Sales Floor FG,12.000,24,,,,Urban Pharms,Extract - H,Extract - H,,REC,35a061ee-d15f-4e7c-8815-fc36bc5a5db6,Extract - 2g Urban Pharms - Rainbow Dreams,5a4c4bc3-9a49-416a-91c2-8437a0732078,,,$15.00,$180.00,$3.00,$36.00,uu6q1jG2qa,2,Grams,each,02/28/2025 04:13:11 PM,,10/15/2025 08:36:43 PM,f60f45dd-119c-46b7-9326-4be416003769,,,4097,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,1A4010300006EF7000004097,,,,,,,,,,020-1007314DBF1,Urban Pharms,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,66.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extracts,Today's Herbal Choice | Forest Grove,Sales Floor FG,24.000,48,,,,Urban Pharms,Extract - H,Extract - H,,REC,d7e7d1ac-f8c9-46e1-9678-67242023badf,Extract - 2g Urban Pharms - Wedding Crasher,64036054-dac9-4c5d-aaa2-9a6ff0fdc138,,,$15.00,$360.00,$3.50,$84.00,OhI139gYaO,2,Grams,each,05/28/2025 01:22:36 PM,,10/15/2025 10:33:30 PM,5854bfb0-ff7a-4420-afdd-86c979725155,,,4306,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,1A4010300006EF7000004306,,,,,,,,,,020-1007314DBF1,Urban Pharms,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,69.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extracts,Today's Herbal Choice | Forest Grove,Sales Floor FG,38.000,76,,,,Urban Pharms,Extracts - H,Extracts - H,,REC,c597e8ea-7edb-443b-b067-3369785a37e3,Extract - 2g Urban Pharms - White Runtz,8164720b-206e-4442-8078-fde99bb4878f,,,$15.00,$570.00,$3.00,$114.00,ekyYZJJsf5,2,Grams,each,05/28/2025 01:35:13 PM,,10/15/2025 08:39:30 PM,a4559a1e-0544-45e3-9709-31ce5b005f0c,,,4316,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,1A4010300048379000014316,,,,,,,,,,020-10246172C5D,Urban Pharms,,,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,72.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extracts,Today's Herbal Choice | Forest Grove,Sales Floor FG,61.000,122,,,,Urban Pharms,Extract - S,Extract - S,,REC,d55cd241-d5e5-4885-9ad0-34a69141bbe1,Extract - 2g Urban Pharms - Ze Chem,7afda3e6-2b91-4698-b285-c2340fbc5538,,,$15.00,$915.00,$3.00,$183.00,IZt7vipMux,2,Grams,each,05/28/2025 09:58:59 AM,,10/15/2025 08:39:00 PM,06a7b587-4174-44bc-b634-e6234c8ecccc,,,4311,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,1A4010300048379000014311,,,,,,,,,,020-1007314DBF1,Urban Pharms,,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,63.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edibles (Solid),Today's Herbal Choice | Forest Grove,Sales Floor FG,20.000,800,,,0,Wyld,Gummy - H,Gummy - H,,REC,9c818b6c-b7d9-4d70-b824-59c07d014297,Gummy - Wyld 10pk 100mg - Strawberry 20:1 CBD/THC,ab496036-f200-4268-8c91-62468221023f,,,$13.75,$275.00,$7.50,$150.00,850009478306,40.0,Grams,each,09/30/2025 12:15:51 PM,,,4c9c563b-2e1b-4097-b434-ce54221810dd,,,1227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A40103000062D5000661227,,,,,,,,50/50,,020-1007796DF45,"BUCO Farms, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edibles (Solid),Today's Herbal Choice | Forest Grove,Sales Floor FG,16.000,640,,,,Wyld,Gummy - 1:1:1,Gummy - 1:1:1,,REC,8d158ede-bb44-4787-97a6-9df1722c4039,Gummy - Wyld 10pk - Boysenberry 1:1:1 THC/CBD/CBN,2c2c796e-95b9-4abb-9e5c-4f272ae5a9d1,,,$16.25,$260.00,$8.75,$140.00,810109862009,40,Grams,each,08/19/2025 06:03:20 PM,,10/15/2025 10:44:27 PM,90c1b456-7cf4-4e1b-8c20-4be903ba83b0,,,6941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A40103000062D5000636941,,,,,,,,,,020-101268595D6,The Delta Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edibles (Solid),Today's Herbal Choice | Forest Grove,Hold Safe FG,20.000,800,,,,Wyld,Gummy,Gummy,,REC,a45a785c-3b34-4607-b2fd-f02d8aef13c3,Gummy - Wyld 10pk - Elderberry 2:1 THC/CBN,078e5140-bbbe-4325-9407-a9374743912f,,,$16.25,$325.00,$8.75,$175.00,850009478221,40,Grams,each,09/30/2025 11:26:48 AM,,,031c19c1-ce14-498e-85bd-a5f90ea1b42b,,,4124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A40103000062D5000654124,,,,,,,,,,020-1007796DF45,"BUCO Farms, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edibles (Solid),Today's Herbal Choice | Forest Grove,Sales Floor FG,4.000,160,,,,Wyld,Gummy,Gummy,,REC,a45a785c-3b34-4607-b2fd-f02d8aef13c3,Gummy - Wyld 10pk - Elderberry 2:1 THC/CBN,078e5140-bbbe-4325-9407-a9374743912f,,,$16.25,$65.00,$8.75,$35.00,EB B152 633754,40,Grams,each,08/21/2025 06:13:26 PM,,,e5f25680-12d0-49e2-a780-ef5bff48f1c8,,,2505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A40103000062D5000642505,,,,,,,,,,020-101268595D6,The Delta Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edibles (Solid),Today's Herbal Choice | Forest Grove,Hold Safe FG,20.000,800,,,,Wyld,Gummy,Gummy,,REC,029f2607-b0c4-473e-baff-34e45453cf6e,Gummy - Wyld 10pk - Grapefruit 1:1:1 THC/CBG/CBC,51c23220-b64e-4d4c-ac23-754c9de49528,,,$16.25,$325.00,$8.75,$175.00,GF B24 653603,40,Grams,each,09/30/2025 11:25:10 AM,,,3d37cb20-47af-41f1-80af-9e1793eb61e1,,,3833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A40103000062D5000663833,,,,,,,,,,020-1007796DF45,"BUCO Farms, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edibles (Solid),Today's Herbal Choice | Forest Grove,Sales Floor FG,3.000,120,,,,Wyld,Gummy,Gummy,,REC,029f2607-b0c4-473e-baff-34e45453cf6e,Gummy - Wyld 10pk - Grapefruit 1:1:1 THC/CBG/CBC,51c23220-b64e-4d4c-ac23-754c9de49528,,,$16.25,$48.75,$8.75,$26.25,810109862511,40,Grams,each,10/21/2024 11:19:02 AM,,,4c73abe2-2dec-4db9-b08d-234718147e2f,,,7162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A40103000062D5000507162,,,,,,,,,,030-1003109E26A,Wyld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edibles (Solid),Today's Herbal Choice | Forest Grove,Sales Floor FG,17.000,680,,,,Wyld,Gummy,Gummy,,REC,58b84616-856b-43b4-b53d-70a513455d65,Gummy - Wyld 10pk - Huckleberry,bcbe94a5-d19e-4468-b77a-e1cd25963709,,,$13.75,$233.75,$7.50,$127.50,850009478191,40,Grams,each,04/01/2025 04:08:45 PM,,,4075a9ed-ccb2-4eb5-b185-22822248e32a,,,5389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A40103000062D5000585389,,,,,,,,,,020-10015154674,Galaxy Gardens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edibles (Solid),Today's Herbal Choice | Forest Grove,Sales Floor FG,2.000,80,,,,Wyld,Gummy,Gummy,,REC,acae745e-57c1-40db-8dd0-70aa04526b6f,Gummy - Wyld 10pk - Marionberry,5313d419-aa36-4709-b112-ce13c761e7a2,,,$16.25,$32.50,$7.50,$15.00,850009478184,40,Grams,each,04/01/2025 04:02:49 PM,,,091a51a0-c455-4f52-86a3-f2293608736b,,,2599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A40103000062D5000582599,,,,,,,,,,020-10015154674,Galaxy Gardens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edibles (Solid),Today's Herbal Choice | Forest Grove,Hold Safe FG,20.000,800,,,,Wyld,Gummy,Gummy,,REC,acae745e-57c1-40db-8dd0-70aa04526b6f,Gummy - Wyld 10pk - Marionberry,5313d419-aa36-4709-b112-ce13c761e7a2,,,$16.25,$325.00,$7.50,$150.00,MB B356 642601,40,Grams,each,09/30/2025 11:29:20 AM,,,75cf4207-918f-4e80-9934-7bcdb631f086,,,2430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A40103000062D5000652430,,,,,,,,,,020-1007796DF45,"BUCO Farms, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edibles (Solid),Today's Herbal Choice | Forest Grove,Sales Floor FG,5.000,200,,,,Wyld,Gummy,Gummy,,REC,31229ea8-15e9-4563-8150-c8cc2b7650b8,Gummy - Wyld 10pk - Peach 2:1 CBD/THC,26f40cdb-7a77-4b47-85e0-e159dc37f429,,,$13.75,$68.75,$7.50,$37.50,PCH B115 493314,40,Grams,each,10/21/2024 11:19:02 AM,,,551e8dbe-3e24-4114-8d7c-e33e2dcd533b,,,5100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A40103000062D5000505100,,,,,,,,,,030-1003109E26A,Wyld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edibles (Solid),Today's Herbal Choice | Forest Grove,Sales Floor FG,19.000,760,,,,Wyld,Gummy - 1:1,Gummy - 1:1,,REC,4dbcf3ac-679a-49b6-9a67-f14d43d7886a,Gummy - Wyld 10pk - Pear 1:1,2c374bfb-ae3e-4b6f-923f-5eb7a596387b,,,$16.25,$308.75,$8.75,$166.25,PR B104 632909,40,Grams,each,08/21/2025 06:11:07 PM,,,c6b1f4eb-c133-476d-83ef-27ef982b9d49,,,8970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A40103000062D5000638970,,,,,,,,,,020-101268595D6,The Delta Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,100,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edibles (Solid),Today's Herbal Choice | Forest Grove,Hold Safe FG,20.000,800,,,,Wyld,Gummy,Gummy,,REC,2e712fc5-2360-4aca-ac69-744d73ce1ecc,Gummy - Wyld 10pk - Pomegranate 1:1 THC/CBD,1acfdd69-535c-41f2-a069-4059b21e0044,,,$16.25,$325.00,$8.75,$175.00,POM B270 631478,40,Grams,each,08/21/2025 06:07:51 PM,,,28db452e-125d-4a73-bf12-300dc7a22ee2,,,0268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A40103000062D5000640268,,,,,,,,,,020-101268595D6,The Delta Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edibles (Solid),Today's Herbal Choice | Forest Grove,Sales Floor FG,2.000,80,,,,Wyld,Gummy,Gummy,,REC,2e712fc5-2360-4aca-ac69-744d73ce1ecc,Gummy - Wyld 10pk - Pomegranate 1:1 THC/CBD,1acfdd69-535c-41f2-a069-4059b21e0044,,,$16.25,$32.50,$8.75,$17.50,POM B254 493316,40,Grams,each,10/21/2024 11:19:04 AM,,,e1aa5d43-b324-41ed-b98a-5f5bf146d62e,,,3895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A40103000062D5000503895,,,,,,,,,,030-1003109E26A,Wyld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edibles (Solid),Today's Herbal Choice | Forest Grove,Sales Floor FG,8.000,320,,,,Wyld,Gummy,Gummy,,REC,390a90e0-652d-45cf-af0d-19b7a7bd91cd,Gummy - Wyld 10pk - Raspberry,5b698c69-e16b-4ad9-baf7-320f7ec2af23,,,$13.75,$110.00,$7.50,$60.00,RB B333 570197,40,Grams,each,04/01/2025 04:17:40 PM,,,0f15b604-c986-452f-86b9-a26c04723e7b,,,3209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A40103000062D5000583209,,,,,,,,,,020-10015154674,Galaxy Gardens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accessories,Today's Herbal Choice | Forest Grove,Sales Floor FG,18.000,,,,,Yellowbird,Wrap,Wrap,,REC,16be0b14-67a1-4213-a0f5-1835c0b33c73,Afghan Hemp Organic Wraps Multi Flavored - Bubble Gum,e2f0974f-9ce1-4f83-9e9e-a1e253fa8b7e,,,$3.00,$54.00,$0.41,$7.38,725272736265,,,,10/21/2024 02:55:13 PM,,,9118cccd-8c34-46de-8cef-1faf7403fa94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
