Category,Store,Room,Quantity,Calculated Weight,Last Audit Date,Last Audit Quantity,Par Level,Brand,Product Type,Variant Type,Product Metadata,Med or Rec,Product Id,Product Name,Variant Id,Variant Name,Price Profile Name,Price,Total Price,Cost,Total Cost,SKU,Weight,Weight Unit of Measure,Reporting Unit of Measure,Created At,Inventory Notes,Last Discrepancy At,Inventory Id,Allergens,Batch Date,Batch Number,Cultivator License,Cultivator Name,Delay of Effects,Directions for Administration,ERP ID,ERP Name,Expiration Date,Extraction Method,Growth Method,Harvest Date,Ingredients,Invoice,Is Child-Resistant,Is Inhalable,Is Tamper-Evident,Is Tested,Manifest ID,Manufactured Date,MMUR Order Type,Notes,# of Seeds,# of Servings,Packaged By,Packaged Date,Paper Weight,Plant Count,Production Run Number,Registration Number,Regulatory ID,Requires Refrigeration,Secondary Supplier Licenses,Serving Size / Dosage,Solvents Used,Source Label,Storage Requirements,Strain Name,Strain Species,Supplier Address,Supplier License,Supplier Name,Supplier Phone,Tested By,Tested Date,Testing URL,Test Lot Number,Third-Party Display Name,Use By Date,Weight with Paper,% CBC,% CBC Range,% CBCV,% CBCV Range,% CBCa,% CBCa Range,% CBD,% CBD Range,% CBD-A,% CBD-A Range,% CBDV,% CBDV Range,% CBDVa,% CBDVa Range,% CBG,% CBG Range,% CBGa,% CBGa Range,% CBL,% CBL Range,% CBLa,% CBLa Range,% CBN,% CBN Range,% CBT,% CBT Range,% THC,% THC Range,% THC-A,% THC-A Range,% THCV,% THCV Range,% THCVa,% THCVa Range,% Total Active Cannabinoids (TAC),% delta-8 THC,% delta-8 THC Range,3-Carene,Borneol,Camphene,Camphor,Carvacrol,Carvone,Caryophyllene Oxide,Cedrol,Cis-Nerolidol,Cis-Ocimene,Citral,Eucalyptol,Farnesene,Farnesol isomer 1,Farnesol isomer 2,Fenchol,Fenchone,Gamma Terpinene,Geraniol,Geranyl Acetate,Grams of Concentrate,Grams of Flower,Guaiol,"High THC, Low CBD",Isoborneol,Isopulegol,Limonene,Linalool,"Low THC, High CBD",Menthol,Menthone,Mg CBC,Mg CBCV,Mg CBCa,Mg CBD,Mg CBD-A,Mg CBDV,Mg CBDVa,Mg CBG,Mg CBGa,Mg CBL,Mg CBLa,Mg CBN,Mg CBT,Mg THC,Mg THC-A,Mg THCV,Mg THCVa,Mg delta-8 THC,"Moderate THC, Moderate CBD",Nerol,Nootkatone,Octyl Acetate,Phytane,Piperitone,Pulegone,Sabinene,Sabinene Hydrate,Safranal,Squalene,Terpinen-4-ol,Terpineol,Terpinolene,Thymol,Total % THC,Total Terpenes,Total Terpenoids,Trans-Nerolidol,Trans-Ocimene,Valencene,Verbenone,m-Cymene,o-Cymene,p-Cymene,trans-β-Farnesene,α-Bisabolol,α-Cedrene,α-Humulene,α-Phellandrene,α-Pinene,α-Terpinene,α-Terpineol,α-Thujone,β-Caryophyllene,β-Myrcene,β-Ocimene,β-Pinene,γ-Terpinene,δ 3-Carene,δ-Limonene
Edibles (Solid),Today's Herbal Choice | Rainier,Sales Floor Rainier,26.000,260,,,,Hellavated,Gummy,Gummy,,REC,0895967b-ec90-4bec-b29e-2231734b9e75,*Gummy - 100mg Hellavated 1pc - GREEN LEAF SPECIAL (R),795e88ca-9949-4917-87a3-3a137db7921a,Razberry Blitz,,$5.00,$130.00,$2.10,$54.60,RB4732,10,Grams,each,10/02/2025 03:45:47 PM,,,158152ff-a289-43a6-b47f-e0c51e4ed9ca,,,04732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A401030004A831000364243,,,,,,,,,,020-10225407048,Stardust Cultivation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edibles (Solid),Today's Herbal Choice | Rainier,Fix,1.000,10,,,,Hellavated,Gummy,Gummy,,REC,0895967b-ec90-4bec-b29e-2231734b9e75,*Gummy - 100mg Hellavated 1pc - GREEN LEAF SPECIAL (R),795e88ca-9949-4917-87a3-3a137db7921a,Razberry Blitz,,$5.00,$5.00,$2.10,$2.10,RB4681,10,Grams,each,08/14/2025 04:22:26 PM,,,2970d341-5e82-4e52-8fbd-2d852d4132c3,,,4681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A401030004A831000350206,,,,,,,,,,020-10225407048,Stardust Cultivation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edibles (Solid),Today's Herbal Choice | Rainier,Sales Floor Rainier,39.000,390,,,,Hellavated,Gummy,Gummy,,REC,0895967b-ec90-4bec-b29e-2231734b9e75,*Gummy - 100mg Hellavated 1pc - GREEN LEAF SPECIAL (R),e229fe1a-abe6-4ea0-b8b1-7c0060737382,Sour Apple,,$5.00,$195.00,$2.10,$81.90,SA04709,10,Grams,each,10/02/2025 03:45:54 PM,,,4522e797-e705-4c47-ab73-0749f4e1eee7,,,4709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A401030004A831000364241,,,,,,,,,,060-1021338187D,Avitas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edibles (Solid),Today's Herbal Choice | Rainier,Fix,3.000,30,,,,Hellavated,Gummy,Gummy,,REC,0895967b-ec90-4bec-b29e-2231734b9e75,*Gummy - 100mg Hellavated 1pc - GREEN LEAF SPECIAL (R),e229fe1a-abe6-4ea0-b8b1-7c0060737382,Sour Apple,,$5.00,$15.00,$2.10,$6.30,5250ghhn,10,Grams,each,08/14/2025 04:26:17 PM,,,a3efa086-36e6-4a3e-8b12-a3806ad781e7,,,4709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A401030004A831000350212,,,,,,,,,,020-10225407048,Stardust Cultivation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edibles (Solid),Today's Herbal Choice | Rainier,Sales Floor Rainier,25.000,250,,,,Hellavated,Gummy,Gummy,,REC,0895967b-ec90-4bec-b29e-2231734b9e75,*Gummy - 100mg Hellavated 1pc - GREEN LEAF SPECIAL (R),f6b14fef-a22a-44d9-a1c6-9845754a8206,Sour Watermelon,,$5.00,$125.00,$2.10,$52.50,SW4730,10,Grams,each,10/02/2025 03:44:12 PM,,,29c1d610-786c-4af6-b68b-940257c13319,,,4730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A401030004A831000364242,,,,,,,,,,020-10225407048,Stardust Cultivation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edibles (Solid),Today's Herbal Choice | Rainier,Sales Floor Rainier,2.000,20,,,,Hellavated,Gummy,Gummy,,REC,0895967b-ec90-4bec-b29e-2231734b9e75,*Gummy - 100mg Hellavated 1pc - GREEN LEAF SPECIAL (R),4b3160c6-3e56-4388-bd5f-773ba21e35f0,Strawberry Haze,,$5.00,$10.00,$2.10,$4.20,vW0whW2juJ,10,Grams,each,09/04/2025 03:02:01 PM,,09/25/2025 10:53:36 PM,98b785d6-55eb-4c5b-b844-6b4b1ed13cfa,,,4726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A401030004A831000356283,,,,,,,,,,020-10225407048,Stardust Cultivation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inhalable Cannabinoid,Today's Herbal Choice | Rainier,Hold Safe Rainier,10.000,25.1,,,,Hellavated,Infused Blunt,Infused Blunt,,REC,ce333326-08fc-49e4-9620-144abbda354a,Infused Blunt - 2.5g Hellavated Flavored - GREEN LEAF SPECIAL (R),463bed38-0304-4ae5-b837-568eda8173b3,Blueberry Dream,,$20.00,$200.00,$8.33,$83.30,HVJBBD10267,2.51,Grams,each,09/28/2025 01:32:23 PM,,,a2c09876-d44c-46f4-8402-0e7f08e10395,,,7473,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,1A401030004A831000363495,,,,,,,,,,020-100609315B5,BJS A Grade,,,,,,,,,,,,,,,0.115,,,,,,,,,,,,,,,,,,,,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89,,,,,,,,,,755.51,,,,,,,,,,,,,,,,,,,,30.111,,,,,,,,,,,,,,,,,,,,,,,,,
Inhalable Cannabinoid,Today's Herbal Choice | Rainier,Hold Safe Rainier,10.000,25.1,,,,Hellavated,Infused Blunt,Infused Blunt,,REC,ce333326-08fc-49e4-9620-144abbda354a,Infused Blunt - 2.5g Hellavated Flavored - GREEN LEAF SPECIAL (R),9c054c3d-d6c6-4e8c-98dd-66bf9cc141db,Bomb Popz,,$20.00,$200.00,$8.33,$83.30,5fFaVQa0Xn,2.51,Grams,each,09/21/2025 06:21:04 PM,,,411cd8a9-152a-484d-af8e-256b372f0d13,,,7469,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,1A401030004A831000368119,,,,,,,,,,020-10066893831,Circle D Farm,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,33.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.14,,,,,,,,,,832.07,,,,,,,,,,,,,,,,,,,,33.15,,,,,,,,,,,,,,,,,,,,,,,,,
Inhalable Cannabinoid,Today's Herbal Choice | Rainier,Hold Safe Rainier,10.000,25.1,,,,Hellavated,Infused Blunt,Infused Blunt,,REC,ce333326-08fc-49e4-9620-144abbda354a,Infused Blunt - 2.5g Hellavated Flavored - GREEN LEAF SPECIAL (R),9c054c3d-d6c6-4e8c-98dd-66bf9cc141db,Bomb Popz,,$20.00,$200.00,$8.33,$83.30,HVJBBP10318,2.51,Grams,each,09/28/2025 01:33:53 PM,,,aa52bf08-893a-4ce9-b3ec-587fb6b45cd0,,,11158,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,1A401030004A831000363496,,,,,,,,,,020-1017127471E,Self Made Cannabis Company,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,31.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.14,,,,,,,,,,788.39,,,,,,,,,,,,,,,,,,,,31.414,,,,,,,,,,,,,,,,,,,,,,,,,
Inhalable Cannabinoid,Today's Herbal Choice | Rainier,Sales Floor Rainier,1.000,2.51,,,,Hellavated,Infused Blunt,Infused Blunt,,REC,ce333326-08fc-49e4-9620-144abbda354a,Infused Blunt - 2.5g Hellavated Flavored - GREEN LEAF SPECIAL (R),47248f55-dae2-4bce-b5ea-f731b6ec6d91,Grape Stomper,,$20.00,$20.00,$8.33,$8.33,HVJBGS10064,2.51,Grams,each,08/27/2025 04:47:14 PM,,09/25/2025 10:31:23 PM,6df35a9a-6f4b-400a-a7eb-c89dda9c4f6a,,,7471,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,1A401030004A831000352719,,,,,,,,,,020-100609315B5,BJS A Grade,,,,,,,,,,,,,,,0.122,,,,,,,,,,,,,,,,,,,,21.419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06,,,,,,,,,,537.62,,,,,,,,,,,,,,,,,,,,32.271,,,,,,,,,,,,,,,,,,,,,,,,,
Inhalable Cannabinoid,Today's Herbal Choice | Rainier,Sales Floor Rainier,1.000,2.51,,,,Hellavated,Infused Blunt,Infused Blunt,,REC,ce333326-08fc-49e4-9620-144abbda354a,Infused Blunt - 2.5g Hellavated Flavored - GREEN LEAF SPECIAL (R),19912b8f-0d19-469f-ad34-3a953a1b2bdd,Mango Dragon,,$20.00,$20.00,$8.33,$8.33,HVJBMD,2.51,Grams,each,08/19/2025 11:30:29 AM,,,8e951b5c-569e-4f48-846f-9b9e998781c5,,,5151,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,1A401030004A831000351201,,,,,,,,,,020-1007446FBB5,Green Queen Farms,,,,,,,,,,,,,,,0.041,,,,,,,,,,,,,,,,,,,,19.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,,,,,,,,,,479.08,,,,,,,,,,,,,,,,,,,,30.132,,,,,,,,,,,,,,,,,,,,,,,,,
Inhalable Cannabinoid,Today's Herbal Choice | Rainier,Sales Floor Rainier,1.000,2.51,,,,Hellavated,Infused Blunt,Infused Blunt,,REC,ce333326-08fc-49e4-9620-144abbda354a,Infused Blunt - 2.5g Hellavated Flavored - GREEN LEAF SPECIAL (R),21220fbd-6545-40b3-a084-24e1f77f095a,Passion Fruit,,$20.00,$20.00,$8.33,$8.33,HVJBPF,2.51,Grams,each,08/06/2025 03:23:40 PM,,,a8d04be0-1a92-4f0b-8e61-c25a80d91704,,,9681,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,1A401030004A831000346656,,,,,,,,,,020-1017127471E,Self Made Cannabis Company,,,,,,,,,,,,,,,0.073,,,,,,,,,,,,,,,,,,,,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,808.22,,,,,,,,,,,,,,,,,,,,32.255,,,,,,,,,,,,,,,,,,,,,,,,,
Inhalable Cannabinoid,Today's Herbal Choice | Rainier,Hold Safe Rainier,10.000,25.1,,,,Hellavated,Infused Blunt,Infused Blunt,,REC,ce333326-08fc-49e4-9620-144abbda354a,Infused Blunt - 2.5g Hellavated Flavored - GREEN LEAF SPECIAL (R),cf17f33f-9c5d-4e7d-9a43-61dffd9a373f,Razberry Blitz,,$20.00,$200.00,$8.33,$83.30,HVJBRB9968,2.51,Grams,each,09/28/2025 01:34:44 PM,,,4db83489-2c42-48f6-952c-534a53b7f909,,,9683,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,1A401030004A831000363494,,,,,,,,,,020-10015154674,Galaxy Gardens,,,,,,,,,,,,,,,0.129,,,,,,,,,,,,,,,,,,,,28.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.24,,,,,,,,,,719.87,,,,,,,,,,,,,,,,,,,,28.684,,,,,,,,,,,,,,,,,,,,,,,,,
Inhalable Cannabinoid,Today's Herbal Choice | Rainier,Sales Floor Rainier,6.000,15.06,,,,Hellavated,Infused Blunt,Infused Blunt,,REC,ce333326-08fc-49e4-9620-144abbda354a,Infused Blunt - 2.5g Hellavated Flavored - GREEN LEAF SPECIAL (R),d0f223d6-b2be-448e-8dfe-26b3ade093dc,Strawberry Haze,,$20.00,$120.00,$8.33,$49.98,6tdmHrbyFk,2.51,Grams,each,09/21/2025 06:20:32 PM,,,ca50b9b5-36ca-4cb3-a6cb-e3c92024b188,,,7497,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,1A401030004A831000368120,,,,,,,,,,020-10138050BE8,Atrium Farms,,,,,,,,,,,,,,,0.245,,,,,,,,,,,,,,,,,,,,23.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15,,,,,,,,,,600.89,,,,,,,,,,,,,,,,,,,,34.948,,,,,,,,,,,,,,,,,,,,,,,,,
Inhalable Cannabinoid,Today's Herbal Choice | Rainier,Fix,1.000,2.5,,,,Hellavated,Flavored Infused Preroll 5 Pack,Flavored Infused Preroll Pack,,REC,3ac00d65-3a7a-4b14-9af4-f6b5cb4242c8,Infused Joint - 5pk Hellavated Flavored (R),ed2b97de-535e-4632-8adc-5d2617199ffa,Blueberry Dream,,$16.66,$16.66,$6.25,$6.25,gEE4x8zhYj,2.5,Grams,each,08/19/2025 11:28:40 AM,,,8083bd71-0f17-433d-a351-c77396308c55,,,7375,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,1A401030004A831000351199,,,,,,,,,,020-1017127471E,Self Made Cannabis Company,,,,,,,,,,,,,,,0.077,,,,,,,,,,,,,,,,,,,,21.963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92,,,,,,,,,,549.08,,,,,,,,,,,,,,,,,,,,32.336,,,,,,,,,,,,,,,,,,,,,,,,,
Inhalable Cannabinoid,Today's Herbal Choice | Rainier,Hold Safe Rainier,10.000,25,,,,Hellavated,Flavored Infused Preroll 5 Pack,Flavored Infused Preroll Pack,,REC,3ac00d65-3a7a-4b14-9af4-f6b5cb4242c8,Infused Joint - 5pk Hellavated Flavored (R),ed2b97de-535e-4632-8adc-5d2617199ffa,Blueberry Dream,,$16.66,$166.60,$6.25,$62.50,HVJS5BD10366,2.5,Grams,each,09/28/2025 01:33:01 PM,,,848fdc48-f193-45a6-9783-68d87fe03e49,,,11153,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,1A401030004A831000370422,,,,,,,,,,020-1017127471E,Self Made Cannabis Company,,,,,,,,,,,,,,,0.065,,,,,,,,,,,,,,,,,,,,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63,,,,,,,,,,815,,,,,,,,,,,,,,,,,,,,32.6,,,,,,,,,,,,,,,,,,,,,,,,,
Inhalable Cannabinoid,Today's Herbal Choice | Rainier,Sales Floor Rainier,7.000,17.5,,,,Hellavated,Flavored Infused Preroll 5 Pack,Flavored Infused Preroll Pack,,REC,3ac00d65-3a7a-4b14-9af4-f6b5cb4242c8,Infused Joint - 5pk Hellavated Flavored (R),938968d0-7888-4f86-9c3e-6e5e93861bd1,Mango Dragon,,$16.66,$116.62,$6.25,$43.75,HVJS5MD10253,2.5,Grams,each,09/28/2025 01:31:47 PM,,,fa15fd9f-6496-4ce0-9aae-e5765512fde5,,,7383,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,1A401030004A831000370423,,,,,,,,,,020-1017127471E,Self Made Cannabis Company,,,,,,,,,,,,,,,0.065,,,,,,,,,,,,,,,,,,,,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63,,,,,,,,,,792.5,,,,,,,,,,,,,,,,,,,,31.704,,,,,,,,,,,,,,,,,,,,,,,,,
Inhalable Cannabinoid,Today's Herbal Choice | Rainier,Sales Floor Rainier,4.000,10,,,,Hellavated,Flavored Infused Preroll 5 Pack,Flavored Infused Preroll Pack,,REC,3ac00d65-3a7a-4b14-9af4-f6b5cb4242c8,Infused Joint - 5pk Hellavated Flavored (R),c98ffcf6-058a-44ca-8cdb-e1c77253b718,Razberry Blitz,,$16.66,$66.64,$6.25,$25.00,HVJS5RB10146,2.5,Grams,each,09/11/2025 01:51:59 PM,,09/25/2025 10:30:16 PM,8ed4fbf6-4d80-4033-bb09-94031a85de73,,,7481,,,,,,,,,,,,,false,true,,,,,,,,,,,,,,,1A401030004A831000360987,,,,,,,,,,020-1007671E29A,LW CULTIVATION,,,,,,,,2.67,,,,,,,0.063,,,,,,,,,,,,,,,,,,,,33.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.5,,,,,,,,,,,,,1.58,,,,,,,,,,837.5,,,,,,,,,,,,,,,,,,,,33.509,,,,,,,,,,,,,,,,,,,,,,,,,
Inhalable Cannabinoid,Today's Herbal Choice | Rainier,Sales Floor Rainier,8.000,20,,,,Hellavated,Flavored Infused Preroll 5 Pack,Flavored Infused Preroll Pack,,REC,3ac00d65-3a7a-4b14-9af4-f6b5cb4242c8,Infused Joint - 5pk Hellavated Flavored (R),54911352-9572-4319-842a-966914117fd9,Strawberry Haze,,$16.66,$133.28,$6.25,$50.00,HVJS5SH10147,2.5,Grams,each,09/28/2025 01:34:21 PM,,,29179aaf-c0c1-46b1-b375-798776bdca7b,,,7485,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,1A401030004A831000363497,,,,,,,,,,020-1007671E29A,LW CULTIVATION,,,,,,,,2.67,,,,,,,0.062,,,,,,,,,,,,,,,,,,,,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.5,,,,,,,,,,,,,1.55,,,,,,,,,,822.5,,,,,,,,,,,,,,,,,,,,32.931,,,,,,,,,,,,,,,,,,,,,,,,,
Inhalable Cannabinoid,Today's Herbal Choice | Rainier,Sales Floor Rainier,1.000,2.5,,,,Hellavated,Flavored Infused Preroll 5 Pack,Flavored Infused Preroll Pack,,REC,3ac00d65-3a7a-4b14-9af4-f6b5cb4242c8,Infused Joint - 5pk Hellavated Flavored (R),54911352-9572-4319-842a-966914117fd9,Strawberry Haze,,$16.66,$16.66,$6.25,$6.25,6OYaFfPFP3,2.5,Grams,each,09/04/2025 03:07:55 PM,,,4592bbde-228d-496a-922a-4da671db2f9d,,,9692,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,1A401030004A831000356275,,,,,,,,,,020-10066893831,Circle D Farm,,,,,,,,2.67,,,,,,,0.086,,,,,,,,,,,,,,,,,,,,33.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.5,,,,,,,,,,,,,2.15,,,,,,,,,,847,,,,,,,,,,,,,,,,,,,,33.882,,,,,,,,,,,,,,,,,,,,,,,,,
Inhalable Cannabinoid,Today's Herbal Choice | Rainier,Sales Floor Rainier,1.000,2.5,,,,Hellavated,Flavored Infused Preroll 5 Pack,Flavored Infused Preroll Pack,,REC,3ac00d65-3a7a-4b14-9af4-f6b5cb4242c8,Infused Joint - 5pk Hellavated Flavored (R),0c05c051-ad75-4103-9705-41ce8d399756,Variety Pack,,$16.66,$16.66,$6.25,$6.25,HVJS5VP10406,2.5,Grams,each,09/28/2025 12:31:29 PM,,,9e22b028-0efc-45c2-a24a-35c4abecc24e,,,"11153, 7448, 7481, 7485, 9790",,,,,,,,,,,,,false,true,,,,,,,,,,,,,,,1A401030004A831000363498,,,,,,,,,,020-10015154674,Galaxy Gardens,,,,,,,,2.67,,,,,,,0.338,,,,,,,,,,,,,,,,,,,,22.689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.5,,,,,,,,,,,,,8.45,,,,,,,,,,567.23,,,,,,,,,,,,,,,,,,,,33.509,,,,,,,,,,,,,,,,,,,,,,,,,
Inhalable Cannabinoid,Today's Herbal Choice | Rainier,Fix,1.000,2.5,,,,Hellavated,Flavored Infused Preroll 5 Pack,Flavored Infused Preroll Pack,,REC,3ac00d65-3a7a-4b14-9af4-f6b5cb4242c8,Infused Joint - 5pk Hellavated Flavored (R),0c05c051-ad75-4103-9705-41ce8d399756,Variety Pack,,$16.66,$16.66,$6.25,$6.25,572PGHFnQj,2.5,Grams,each,08/27/2025 04:48:53 PM,,,b04d2a1c-0d54-4e21-87ef-46bff5a2d1c9,,,"7413, 7417, 7460, 9692, 9706",,,,,,,,,,,,,false,true,,,,,,,,,,,,,,,1A401030004A831000352718,,,,,,,,,,020-10066893831,Circle D Farm,,,,,,,,2.67,,,,,,,0.086,,,,,,,,,,,,,,,,,,,,21.936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.5,,,,,,,,,,,,,2.15,,,,,,,,,,548.4,,,,,,,,,,,,,,,,,,,,34.186,,,,,,,,,,,,,,,,,,,,,,,,,
Inhalable Cannabinoid,Today's Herbal Choice | Rainier,Fix,4.000,10,,,,Hellavated,Flavored Infused Preroll 5 Pack,Flavored Infused Preroll Pack,,REC,3ac00d65-3a7a-4b14-9af4-f6b5cb4242c8,Infused Joint - 5pk Hellavated Flavored (R),0c05c051-ad75-4103-9705-41ce8d399756,Variety Pack,,$16.66,$66.64,$6.25,$25.00,HVJS5VP9520,2.5,Grams,each,09/11/2025 01:51:30 PM,,09/26/2025 09:32:22 AM,b657908b-7d06-4eac-be3b-6593f5979af5,,,"7383, 7481, 7485, 9706, 9790",,,,,,,,,,,,,false,true,,,,,,,,,,,,,,,1A401030004A831000360988,,,,,,,,,,020-1007671E29A,LW CULTIVATION,,,,,,,,2.67,,,,,,,0.338,,,,,,,,,,,,,,,,,,,,34.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.5,,,,,,,,,,,,,8.45,,,,,,,,,,854.5,,,,,,,,,,,,,,,,,,,,34.186,,,,,,,,,,,,,,,,,,,,,,,,,
Inhalable Cannabinoid,Today's Herbal Choice | Rainier,Fix,1.000,2.5,,,,Hellavated,Flavored Infused Preroll 5 Pack,Flavored Infused Preroll Pack,,REC,3ac00d65-3a7a-4b14-9af4-f6b5cb4242c8,Infused Joint - 5pk Hellavated Flavored (R),192c38f4-561e-44f8-aebe-25de9710a473,Water'yer Melon,,$16.66,$16.66,$6.25,$6.25,Cxdc7CTump,2.5,Grams,each,07/23/2025 12:50:19 PM,,,1ef78d27-9c91-45f2-8fca-d293fcb9ab66,,,7376,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,1A401030004A831000341607,,,,,,,,,,020-1017127471E,Self Made Cannabis Company,,,,,,,,,,,,,,,0.076,,,,,,,,,,,,,,,,,,,,18.989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.73,,,,,,,,,,,,,,,,,,,,30.245,,,,,,,,,,,,,,,,,,,,,,,,,
Inhalable Cannabinoid,Today's Herbal Choice | Rainier,Sales Floor Rainier,17.000,12.75,,,,Hellavated,Infused Preroll,Infused Preroll,,REC,a0a8132c-2118-4454-898e-2c1dcbfc14c0,Infused Joint - .75g Hellavated Flavored (R),64cc4fe7-fd2e-43f6-b96f-3bffe1f46f9b,Bomb Pop,,$6.00,$102.00,$2.10,$35.70,3ATtHza8jj,0.75,Grams,each,09/21/2025 06:18:01 PM,,,633cfe4e-c276-4384-9df0-38c408db4d83,,,7421,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,1A401030004A831000368121,,,,,,,,,,020-102313608D8,Eco Supreme,,,,,,,,,,,,,,,0.076,,,,,,,,,,,,,,,,,,,,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,,,,,,,,,,237,,,,,,,,,,,,,,,,,,,,31.604,,,,,,,,,,,,,,,,,,,,,,,,,
Inhalable Cannabinoid,Today's Herbal Choice | Rainier,Fix,1.000,0.75,,,,Hellavated,Infused Preroll,Infused Preroll,,REC,a0a8132c-2118-4454-898e-2c1dcbfc14c0,Infused Joint - .75g Hellavated Flavored (R),64cc4fe7-fd2e-43f6-b96f-3bffe1f46f9b,Bomb Pop,,$6.00,$6.00,$2.10,$2.10,1A401030004A831000341606,0.75,Grams,each,07/23/2025 12:49:35 PM,,,c6832774-63c2-4191-a86f-0c882e3605dc,,,4612,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,1A401030004A831000341606,,,,,,,,,,020-1004204F9D8,Kumba Hills Farms,,,,,,,,,,,,,,,0.139,,,,,,,,,,,,,,,,,,,,19.146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.6,,,,,,,,,,,,,,,,,,,,32.288,,,,,,,,,,,,,,,,,,,,,,,,,
