Category,Store,Room,Quantity,Calculated Weight,Last Audit Date,Last Audit Quantity,Par Level,Brand,Product Type,Variant Type,Product Metadata,Med or Rec,Product Id,Product Name,Variant Id,Variant Name,Price Profile Name,Price,Total Price,Cost,Total Cost,SKU,Weight,Weight Unit of Measure,Reporting Unit of Measure,Created At,Inventory Notes,Last Discrepancy At,Inventory Id,Allergens,Batch Date,Batch Number,Cultivator License,Cultivator Name,Delay of Effects,Directions for Administration,ERP ID,ERP Name,Expiration Date,Extraction Method,Growth Method,Harvest Date,Ingredients,Invoice,Is Child-Resistant,Is Inhalable,Is Tamper-Evident,Is Tested,Manifest ID,Manufactured Date,MMUR Order Type,Notes,# of Seeds,# of Servings,Packaged By,Packaged Date,Paper Weight,Plant Count,Production Run Number,Registration Number,Regulatory ID,Requires Refrigeration,Secondary Supplier Licenses,Serving Size / Dosage,Solvents Used,Source Label,Storage Requirements,Strain Name,Strain Species,Supplier Address,Supplier License,Supplier Name,Supplier Phone,Tested By,Tested Date,Testing URL,Test Lot Number,Third-Party Display Name,Use By Date,Weight with Paper,% CBC,% CBC Range,% CBCV,% CBCV Range,% CBCa,% CBCa Range,% CBD,% CBD Range,% CBD-A,% CBD-A Range,% CBDV,% CBDV Range,% CBDVa,% CBDVa Range,% CBG,% CBG Range,% CBGa,% CBGa Range,% CBL,% CBL Range,% CBLa,% CBLa Range,% CBN,% CBN Range,% CBT,% CBT Range,% THC,% THC Range,% THC-A,% THC-A Range,% THCV,% THCV Range,% THCVa,% THCVa Range,% Total Active Cannabinoids (TAC),% delta-8 THC,% delta-8 THC Range,3-Carene,Borneol,Camphene,Camphor,Carvacrol,Carvone,Caryophyllene Oxide,Cedrol,Cis-Nerolidol,Cis-Ocimene,Citral,Eucalyptol,Farnesene,Farnesol isomer 1,Farnesol isomer 2,Fenchol,Fenchone,Gamma Terpinene,Geraniol,Geranyl Acetate,Grams of Concentrate,Grams of Flower,Guaiol,"High THC, Low CBD",Isoborneol,Isopulegol,Limonene,Linalool,"Low THC, High CBD",Menthol,Menthone,Mg CBC,Mg CBCV,Mg CBCa,Mg CBD,Mg CBD-A,Mg CBDV,Mg CBDVa,Mg CBG,Mg CBGa,Mg CBL,Mg CBLa,Mg CBN,Mg CBT,Mg THC,Mg THC-A,Mg THCV,Mg THCVa,Mg delta-8 THC,"Moderate THC, Moderate CBD",Nerol,Nootkatone,Octyl Acetate,Phytane,Piperitone,Pulegone,Sabinene,Sabinene Hydrate,Safranal,Squalene,Terpinen-4-ol,Terpineol,Terpinolene,Thymol,Total % THC,Total Terpenes,Total Terpenoids,Trans-Nerolidol,Trans-Ocimene,Valencene,Verbenone,m-Cymene,o-Cymene,p-Cymene,trans-β-Farnesene,α-Bisabolol,α-Cedrene,α-Humulene,α-Phellandrene,α-Pinene,α-Terpinene,α-Terpineol,α-Thujone,β-Caryophyllene,β-Myrcene,β-Ocimene,β-Pinene,γ-Terpinene,δ 3-Carene,δ-Limonene
Inhalable Cannabinoid,Today's Herbal Choice | Rainier,Sales Floor Rainier,7.000,7,,,,Self Made,All-In-One,All-In-One,,REC,4cbc4389-a6a6-41a5-9d3b-af0d8e14e3e3,Disposable - Flavored 1g Punch Bowl (R),772b0135-6bcd-4179-bab5-708cefe023af,Key Lime Pie,,$29.17,$204.19,$11.25,$78.75,KEY1g-011306,1,Grams,each,07/09/2025 03:47:40 PM,,,7f5117a4-d502-4bbc-be76-9bb2247e58a0,,,11306,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,1A4010300003B63000075150,,,,,,,,50/50,,020-1017127471E,Self Made Cannabis Company,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,83.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,839.2,,,,,,,,,,,,,,,,,,,,83.92,,,,,,,,,,,,,,,,,,,,,,,,,
Inhalable Cannabinoid,Today's Herbal Choice | Rainier,Hold Safe Rainier,12.000,12,,,,Self Made,All-In-One,All-In-One,,REC,4cbc4389-a6a6-41a5-9d3b-af0d8e14e3e3,Disposable - Flavored 1g Punch Bowl (R),772b0135-6bcd-4179-bab5-708cefe023af,Key Lime Pie,,$29.17,$350.04,$11.25,$135.00,QFsXIKvQlw,1,Grams,each,09/03/2025 06:02:14 PM,,,f46e0825-ec4f-464f-b3f4-c48f85c9b4e5,,,11306,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,1A4010300003B63000075079,,,,,,,,50/50,,020-1017127471E,Self Made Cannabis Company,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,83.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,839.2,,,,,,,,,,,,,,,,,,,,83.92,,,,,,,,,,,,,,,,,,,,,,,,,
Inhalable Cannabinoid,Today's Herbal Choice | Rainier,Sales Floor Rainier,1.000,1,,,,Self Made,All-In-One,All-In-One,,REC,4cbc4389-a6a6-41a5-9d3b-af0d8e14e3e3,Disposable - Flavored 1g Punch Bowl (R),79999fb7-4ebf-45d7-91eb-a289a657d65f,Killer Kiwi,,$29.17,$29.17,$11.25,$11.25,KIL1g-011124,1,Grams,each,07/22/2025 02:39:08 PM,,,8155b40f-11ed-4a44-9533-1f5d9fe0e383,,,11124,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,1A4010300003B63000068659,,,,,,,,Indica,,020-10081948996,Special Branded,,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,,,,,80.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808.6,,,,,,,,,,,,,,,,,,,,80.86,,,,,,,,,,,,,,,,,,,,,,,,,
Inhalable Cannabinoid,Today's Herbal Choice | Rainier,Sales Floor Rainier,8.000,8,,,,Self Made,All-In-One,All-In-One,,REC,4cbc4389-a6a6-41a5-9d3b-af0d8e14e3e3,Disposable - Flavored 1g Punch Bowl (R),2c6f4a95-f2d1-4169-8e70-46c31fb9b5c3,Orange Chai Latte,,$29.17,$233.36,$11.25,$90.00,ORA1g-011338,1,Grams,each,09/03/2025 06:00:36 PM,,09/26/2025 09:18:50 AM,ca3496bd-cca5-48ea-8190-d2abef020e7d,,,11338,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,1A4010300003B63000065932,,,,,,,,Indica,,020-10065093189,Self Made Cannabis Company,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,83.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,837.7,,,,,,,,,,,,,,,,,,,,83.77,,,,,,,,,,,,,,,,,,,,,,,,,
Inhalable Cannabinoid,Today's Herbal Choice | Rainier,Sales Floor Rainier,7.000,7,,,,Self Made,All-In-One,All-In-One,,REC,4cbc4389-a6a6-41a5-9d3b-af0d8e14e3e3,Disposable - Flavored 1g Punch Bowl (R),d35e29bc-28e0-4b06-9cac-1bb0f2142f6e,Peaches and Cream,,$29.17,$204.19,$11.25,$78.75,PEA1g-011033,1,Grams,each,09/30/2025 03:16:33 PM,,,de56be35-df5f-4484-90b9-9d360d270b81,,,11033,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,1A4010300003B63000080216,,,,,,,,50/50,,020-10162841067,"Nectar Markets, LLC",,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,81.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,814.5,,,,,,,,,,,,,,,,,,,,81.45,,,,,,,,,,,,,,,,,,,,,,,,,
Inhalable Cannabinoid,Today's Herbal Choice | Rainier,Sales Floor Rainier,8.000,8,,,,Self Made,All-In-One,All-In-One,,REC,4cbc4389-a6a6-41a5-9d3b-af0d8e14e3e3,Disposable - Flavored 1g Punch Bowl (R),c09e5d24-963c-4a40-aa21-b78bc5a934eb,Pina Colada,,$29.17,$233.36,$11.25,$90.00,PIN1g-011026,1,Grams,each,09/30/2025 03:19:20 PM,,,928fce18-b452-45c1-aec9-e4b362eadc59,,,11026,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,1A4010300003B63000063801,,,,,,,,Sativa,,020-10138402858,Boring Glory LLC,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,82.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,821,,,,,,,,,,,,,,,,,,,,82.1,,,,,,,,,,,,,,,,,,,,,,,,,
Inhalable Cannabinoid,Today's Herbal Choice | Rainier,Fix,1.000,1,,,,Self Made,All-In-One,All-In-One,,REC,4cbc4389-a6a6-41a5-9d3b-af0d8e14e3e3,Disposable - Flavored 1g Punch Bowl (R),6cf7094d-326e-4843-b336-5b0118f2281f,Pink Guava,,$29.17,$29.17,$11.25,$11.25,1kskW17KwM,1,Grams,each,07/09/2025 03:46:12 PM,,,2064f269-de51-4798-8840-8c3393328ca6,,,11339,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,1A4010300003B63000068616,,,,,,,,50/50,,020-10065093189,Self Made Cannabis Company,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,80.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807,,,,,,,,,,,,,,,,,,,,80.7,,,,,,,,,,,,,,,,,,,,,,,,,
Inhalable Cannabinoid,Today's Herbal Choice | Rainier,Hold Safe Rainier,12.000,12,,,,Self Made,All-In-One,All-In-One,,REC,4cbc4389-a6a6-41a5-9d3b-af0d8e14e3e3,Disposable - Flavored 1g Punch Bowl (R),6cf7094d-326e-4843-b336-5b0118f2281f,Pink Guava,,$29.17,$350.04,$11.25,$135.00,PIN1g-014632,1,Grams,each,09/30/2025 03:17:04 PM,,,7af1b821-ef04-42a9-bd39-1a85793656ae,,,014632,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,1A4010300003B63000082576,,,,,,,,50/50,,020-100079757BB,Madame Grow,,,,,,,,,,,,,,,0.36,,,,,,,,,,,,,,,,,,,,81.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,,,,,,,,,,813.1,,,,,,,,,,,,,,,,,,,,81.31,,,,,,,,,,,,,,,,,,,,,,,,,
Inhalable Cannabinoid,Today's Herbal Choice | Rainier,Sales Floor Rainier,2.000,2,,,,Self Made,All-In-One,All-In-One,,REC,4cbc4389-a6a6-41a5-9d3b-af0d8e14e3e3,Disposable - Flavored 1g Punch Bowl (R),1c335961-831e-4e39-a069-cd675c046cfb,Raspberry Crave,,$29.17,$58.34,$11.25,$22.50,RAS1G-022150,1,Grams,each,09/30/2025 03:18:05 PM,,,401b55b8-40b5-43fd-9cbe-f40188e50b66,,,22150,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,1A4010300003B63000082954,,,,,,,,Indica,,020-1017127471E,Self Made Cannabis Company,,,,,,,,,,,,,,,0.31,,,,,,,,,,,,,,,,,,,,81.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,,,,,,,,,,811.9,,,,,,,,,,,,,,,,,,,,81.19,,,,,,,,,,,,,,,,,,,,,,,,,
Extracts,Today's Herbal Choice | Rainier,Hold Safe Rainier,25.000,25,,,,Sessions,Cured Resin,Cured Resin,,REC,401fd7b3-1f15-482f-aeb7-7bfdffb9372a,*Cured Resin - 1g Session - GREEN LEAF SPECIAL (R),21d4fd00-9f29-4166-b839-d32210c38d7f,Cake Pop,,$10.00,$250.00,$5.00,$125.00,gyfnCySdrF,1,Grams,each,10/07/2025 03:22:06 PM,,,9f8174f9-5d9b-46de-b289-431613267dc1,,,1636,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,1A4010300014C6D000072378,,,,,,,,50/50,,020-1007433E43C,Sugar Tree Farm 2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,87.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.431,,,,,,,,,,,,,,,,,,,,,,,,,
Extracts,Today's Herbal Choice | Rainier,Sales Floor Rainier,23.000,23,,,,Sessions,Cured Resin,Cured Resin,,REC,401fd7b3-1f15-482f-aeb7-7bfdffb9372a,*Cured Resin - 1g Session - GREEN LEAF SPECIAL (R),c91540d1-d9e8-42e8-9d6d-13c71fc4f4b0,Forbidden Fuel,,$10.00,$230.00,$5.00,$115.00,TmwRdUqU8u,1,Grams,each,09/20/2025 09:28:08 AM,,,a0e7598d-11a8-47a9-8576-8e673919ffed,,,1635,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,1A4010300014C6D000070300,,,,,,,,50/50,,020-1005351D67C,"Million Elephants, LLC",,,,,,,,,,,,,,,0.169,,,,,,,,,,,,,,,,,,,,5.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.237,,,,,,,,,,,,,,,,,,,,,,,,,
Extracts,Today's Herbal Choice | Rainier,Sales Floor Rainier,22.000,22,,,,Sessions,Cured Resin,Cured Resin,,REC,401fd7b3-1f15-482f-aeb7-7bfdffb9372a,*Cured Resin - 1g Session - GREEN LEAF SPECIAL (R),9c02725d-0a11-43b7-8a83-d656d6fbb758,Glove Box,,$10.00,$220.00,$5.00,$110.00,XmdAP7iVyp,1,Grams,each,09/20/2025 09:28:46 AM,,,7d71fc05-03be-413c-892c-d4bc645b9fb6,,,1624,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,1A4010300014C6D000070301,,,,,,,,50/50,,020-1007433E43C,Sugar Tree Farm 2,,,,,,,,,,,,,,,0.166,,,,,,,,,,,,,,,,,,,,78.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.066,,,,,,,,,,,,,,,,,,,,,,,,,
Extracts,Today's Herbal Choice | Rainier,Hold Safe Rainier,25.000,25,,,,Sessions,Cured Resin,Cured Resin,,REC,401fd7b3-1f15-482f-aeb7-7bfdffb9372a,*Cured Resin - 1g Session - GREEN LEAF SPECIAL (R),bfa63f6c-74c9-48f5-a134-e9548b811e8e,Grass-Hopper Pie,,$10.00,$250.00,$5.00,$125.00,zO4IsFJFee,1,Grams,each,10/07/2025 03:22:32 PM,,,e911f730-09b4-4d1e-a52c-bcf05cefb5a4,,,1638,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,1A4010300014C6D000072379,,,,,,,,50/50,,020-10002627DC7,Laird Family Farms LLC,,,,,,,,,,,,,,,0.172,,,,,,,,,,,,,,,,,,,,70.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.142,,,,,,,,,,,,,,,,,,,,,,,,,
Extracts,Today's Herbal Choice | Rainier,Sales Floor Rainier,25.000,25,,,,Sessions,Cured Resin,Cured Resin,,REC,401fd7b3-1f15-482f-aeb7-7bfdffb9372a,*Cured Resin - 1g Session - GREEN LEAF SPECIAL (R),8fcde233-eb5e-4f3d-a285-2ce262f24052,Monkey Bread,,$10.00,$250.00,$5.00,$125.00,tskVgQ32EU,1,Grams,each,10/07/2025 03:22:56 PM,,,a51e33bb-e0f9-4ad5-b055-7be147585a31,,,1641,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,1A4010300014C6D000072380,,,,,,,,50/50,,020-1005351D67C,"Million Elephants, LLC",,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,81.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.383,,,,,,,,,,,,,,,,,,,,,,,,,
Extracts,Today's Herbal Choice | Rainier,Sales Floor Rainier,25.000,25,,,,Sessions,Cured Resin,Cured Resin,,REC,401fd7b3-1f15-482f-aeb7-7bfdffb9372a,*Cured Resin - 1g Session - GREEN LEAF SPECIAL (R),98235fa6-ee91-427d-ad37-15ba99f80b24,Purple Hindu Kush,,$10.00,$250.00,$5.00,$125.00,LTUFF45IuO,1,Grams,each,10/07/2025 03:23:18 PM,,,3a98cf31-1684-435f-9f3b-16a35d7e2a86,,,1608,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,1A4010300014C6D000072381,,,,,,,,Indica-dom,,020-1002716FC9F,Sugar Tree Farm,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,82.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.046,,,,,,,,,,,,,,,,,,,,,,,,,
Extracts,Today's Herbal Choice | Rainier,Sales Floor Rainier,25.000,25,,,,Sessions,Cured Resin,Cured Resin,,REC,401fd7b3-1f15-482f-aeb7-7bfdffb9372a,*Cured Resin - 1g Session - GREEN LEAF SPECIAL (R),c4b7721f-507a-4d86-94b1-ac406bc66daf,Simple Jack,,$10.00,$250.00,$5.00,$125.00,IvvEvak9dt,1,Grams,each,09/20/2025 09:29:52 AM,,,64748af4-d4ef-4972-9cdd-96ad317148e0,,,1625,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,1A4010300014C6D000070302,,,,,,,,,,020-1007433E43C,Sugar Tree Farm 2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,80.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.417,,,,,,,,,,,,,,,,,,,,,,,,,
Extracts,Today's Herbal Choice | Rainier,Sales Floor Rainier,10.000,10,,,,Sessions,Cured Resin,Cured Resin,,REC,401fd7b3-1f15-482f-aeb7-7bfdffb9372a,*Cured Resin - 1g Session - GREEN LEAF SPECIAL (R),fc9ec48f-77c2-46b5-884a-0f85d03e0a3b,Skunky Town,,$10.00,$100.00,$5.00,$50.00,1A4010300014C6D000070303,1,Grams,each,09/20/2025 09:25:22 AM,,,20f35fa4-28e1-4873-94eb-e562d58ba3fd,,,1617,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,1A4010300014C6D000070303,,,,,,,,50/50,,020-1012445BC4C,Sugar Tree Farm #4,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,73.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.012,,,,,,,,,,,,,,,,,,,,,,,,,
Extracts,Today's Herbal Choice | Rainier,Fix,2.000,2,,,,Sessions,Cured Resin,Cured Resin,,REC,401fd7b3-1f15-482f-aeb7-7bfdffb9372a,*Cured Resin - 1g Session - GREEN LEAF SPECIAL (R),2bbb831c-20be-4ae5-939c-52f5d2af5482,Sugar Mama,,$10.00,$20.00,$5.00,$10.00,eiZfgl6AN8,1,Grams,each,08/06/2025 01:39:11 PM,,,ff223583-8dee-4bbc-9524-0734ce373655,,,1614,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,1A4010300014C6D000067233,,,,,,,,Indica,,020-10124431952,Sugar Tree Farm 3,,,,,,,,,,,,,,,0.158,,,,,,,,,,,,,,,,,,,,76.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.3,,,,,,,,,,,,,,,,,,,,,,,,,
Concentrates,Today's Herbal Choice | Rainier,Fix,1.000,1,,,,Single Origin,Cartridge,Cartridge,,REC,3eb9dfcf-ba48-4bfb-9160-22efe009c65e,*Cartridge - 1g Single Origin - GREEN LEAF SPECIAL (R),22697f5c-e5f7-4ad8-b519-1f36b0cff62d,Alien OG,,$12.50,$12.50,$6.00,$6.00,PPmMebQDju,1,Grams,each,09/26/2025 09:05:39 AM,,,dc6b5e42-f47c-40e5-bf14-dd83b2a01560,,,LUV-060425-DGW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A401030004DE19000038499,,,,,,,,50/50,,020-10006296796,LUVLI,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,63.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.64,,,,,,,,,,,,,,,,,,,,,,,,,
Concentrates,Today's Herbal Choice | Rainier,Fix,1.000,1,,,,Single Origin,Cartridge,Cartridge,,REC,3eb9dfcf-ba48-4bfb-9160-22efe009c65e,*Cartridge - 1g Single Origin - GREEN LEAF SPECIAL (R),52b0bd37-4a68-4345-86c1-3f5ad40cdfd1,Apple Mintz,,$12.50,$12.50,$6.00,$6.00,3hGgnZ9ebl,1,Grams,each,09/26/2025 09:16:08 AM,,,067d9c3d-1fac-4608-a97e-328a59eaa8e9,,,2872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A4010300008343000754690,,,,,,,,,,020-10051778A02,BROKEN ARROW PHARM,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,40.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.49,,,,,,,,,,,,,,,,,,,,,,,,,
Concentrates,Today's Herbal Choice | Rainier,Sales Floor Rainier,12.000,12,,,,Single Origin,Cartridge,Cartridge,,REC,3eb9dfcf-ba48-4bfb-9160-22efe009c65e,*Cartridge - 1g Single Origin - GREEN LEAF SPECIAL (R),8c33b233-8d5c-4429-9ea5-6dbd0510ae82,Black Domina,,$12.50,$150.00,$6.00,$72.00,0rmBuZ5Zrk,1,Grams,each,09/24/2025 06:07:46 PM,,,a57bb012-7340-4b1c-97e0-e2f599673ef1,,,RW.SOD081925.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A4010300036012000016878,,,,,,,,Indica,,020-1007311AE6B,Buddies Farms,,,,,,,,,,,,,,,0.63,,,,,,,,,,,,,,,,,,,,84.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.17,,,,,,,,,,,,,,,,,,,,,,,,,
Concentrates,Today's Herbal Choice | Rainier,Hold Safe Rainier,20.000,20,,,,Single Origin,Cartridge,Cartridge,,REC,3eb9dfcf-ba48-4bfb-9160-22efe009c65e,*Cartridge - 1g Single Origin - GREEN LEAF SPECIAL (R),799ed749-a1ef-4621-99b3-e0de55b4cd6c,Blood Orange,,$12.50,$250.00,$6.00,$120.00,FCEvhpjaMB,1,Grams,each,10/07/2025 03:23:54 PM,,,e7c5294a-211f-4fe1-ae9d-94a97f8e3539,,,RW.SOD042925.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A4010300036012000017082,,,,,,,,Sativa,,060-10039397D78,Dreamfield Transfer Services,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,85.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concentrates,Today's Herbal Choice | Rainier,Hold Safe Rainier,20.000,20,,,,Single Origin,Cartridge,Cartridge,,REC,3eb9dfcf-ba48-4bfb-9160-22efe009c65e,*Cartridge - 1g Single Origin - GREEN LEAF SPECIAL (R),6e52919b-11c5-4487-99c3-f8047bb56a52,Chem Cookies,,$12.50,$250.00,$6.00,$120.00,dZ5Wah5YbQ,1,Grams,each,10/07/2025 03:23:54 PM,,,592c7724-eb16-41dc-9f87-66470e6f5476,,,RW.SOD042925.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A4010300036012000017083,,,,,,,,Indica,,060-10039397D78,Dreamfield Transfer Services,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,84.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concentrates,Today's Herbal Choice | Rainier,Fix,1.000,1,,,,Single Origin,Cartridge,Cartridge,,REC,3eb9dfcf-ba48-4bfb-9160-22efe009c65e,*Cartridge - 1g Single Origin - GREEN LEAF SPECIAL (R),6e52919b-11c5-4487-99c3-f8047bb56a52,Chem Cookies,,$12.50,$12.50,$6.00,$6.00,A7amvfmozL,1,Grams,each,08/26/2025 08:03:18 PM,,,85726a83-b159-4e70-b927-f3e0a4b1170d,,,RW.SOD042925.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A4010300036012000016264,,,,,,,,Indica,,060-10039397D78,Dreamfield Transfer Services,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,84.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concentrates,Today's Herbal Choice | Rainier,Sales Floor Rainier,6.000,6,,,,Single Origin,Cartridge,Cartridge,,REC,3eb9dfcf-ba48-4bfb-9160-22efe009c65e,*Cartridge - 1g Single Origin - GREEN LEAF SPECIAL (R),1b707d74-407a-4737-a712-779b03167c60,Citrus Berry,,$12.50,$75.00,$6.00,$36.00,O59NXDb9z4,1,Grams,each,09/24/2025 06:09:01 PM,,,04b5764d-cbf7-4dd8-876a-ef5fd1439e35,,,RW.SOD081925.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A4010300036012000016879,,,,,,,,50/50,,020-1007311AE6B,Buddies Farms,,,,,,,,,,,,,,,0.44,,,,,,,,,,,,,,,,,,,,84.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.58,,,,,,,,,,,,,,,,,,,,,,,,,
Concentrates,Today's Herbal Choice | Rainier,Hold Safe Rainier,20.000,20,,,,Single Origin,Cartridge,Cartridge,,REC,3eb9dfcf-ba48-4bfb-9160-22efe009c65e,*Cartridge - 1g Single Origin - GREEN LEAF SPECIAL (R),1b707d74-407a-4737-a712-779b03167c60,Citrus Berry,,$12.50,$250.00,$6.00,$120.00,itElFJqEKC,1,Grams,each,10/07/2025 03:23:54 PM,,,8bf61b58-adc6-4b82-841f-6901cff5ff0d,,,RW.SOD081925.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A4010300036012000017084,,,,,,,,50/50,,060-10039397D78,Dreamfield Transfer Services,,,,,,,,,,,,,,,0.44,,,,,,,,,,,,,,,,,,,,84.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
